"","Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"364","Bangladesh","South Asia",1997,122370403,63.19656098,9.267028798
"365","Barbados","Latin America & Caribbean",1997,265088,75.12739024,493.8718695
"366","Belarus","Europe & Central Asia",1997,10117000,68.46097561,91.07781094
"367","Belgium","Europe & Central Asia",1997,10181245,77.37073171,1905.237829
"368","Belize","Latin America & Caribbean",1997,230000,73.30070732,111.3801848
"369","Benin","Sub-Saharan Africa",1997,5988093,51.67407317,16.33317897
"370","Bhutan","South Asia",1997,528222,58.56214634,49.6307364
"371","Bolivia","Latin America & Caribbean",1997,7804333,61.86573171,44.90497412
"372","Bosnia and Herzegovina","Europe & Central Asia",1997,3365616,71.34795122,88.86015434
"373","Botswana","Sub-Saharan Africa",1997,1660538,55.65153659,137.5418759
"374","Brazil","Latin America & Caribbean",1997,166869168,69.10909756,355.4743668
"375","Brunei Darussalam","East Asia & Pacific",1997,304726,75.48090244,633.8904842
"376","Bulgaria","Europe & Central Asia",1997,8312068,70.35121951,63.86652878
"377","Burkina Faso","Sub-Saharan Africa",1997,11301608,49.36997561,10.91257905
"378","Burundi","Sub-Saharan Africa",1997,6181493,45.02670732,8.143476438
"379","Cambodia","East Asia & Pacific",1997,11731187,56.49226829,23.44717788
"380","Cameroon","Sub-Saharan Africa",1997,14631908,51.19153659,28.93214797
"381","Canada","North America",1997,29987200,78.4804878,1873.002802
"382","Cape Verde","Sub-Saharan Africa",1997,412893,68.03704878,56.58519381
"383","Central African Republic","Sub-Saharan Africa",1997,3484027,44.89163415,10.55410828
"384","Chad","Sub-Saharan Africa",1997,7448585,49.3045122,11.49602723
"385","Chile","Latin America & Caribbean",1997,14840038,75.66980488,401.7580375
"386","China","East Asia & Pacific",1997,1230075000,70.76631707,30.98156881
"387","Colombia","Latin America & Caribbean",1997,37775054,70.0852439,252.8904836
"388","Comoros","Sub-Saharan Africa",1997,520151,57.17646341,18.55093041
"389","Congo, Dem. Rep.","Sub-Saharan Africa",1997,46369335,45.41002439,5.221841737
"390","Congo, Rep.","Sub-Saharan Africa",1997,2890841,54.28341463,24.89716034
"391","Costa Rica","Latin America & Caribbean",1997,3648263,77.2295122,223.3170198
"392","Cote d'Ivoire","Sub-Saharan Africa",1997,15492127,50.48992683,46.61407703
"393","Croatia","Europe & Central Asia",1997,4572000,72.49512195,301.8071096
"394","Cuba","Latin America & Caribbean",1997,10992290,75.70641463,126.0632008
"395","Cyprus","Europe & Central Asia",1997,890758,77.54717073,716.3966026
"396","Czech Republic","Europe & Central Asia",1997,10304131,73.82487805,369.4187991
"397","Denmark","Europe & Central Asia",1997,5284991,75.94512195,2628.595542
"398","Djibouti","Middle East & North Africa",1997,665755,53.10365854,34.00650267
"399","Dominica","Latin America & Caribbean",1997,70846,75.95121951,212.7724088
"400","Dominican Republic","Latin America & Caribbean",1997,8190620,70.11560976,132.7623532
"401","Ecuador","Latin America & Caribbean",1997,11774005,72.15739024,88.45520801
"402","Egypt, Arab Rep.","Middle East & North Africa",1997,64199588,67.06531707,58.54985856
"403","El Salvador","Latin America & Caribbean",1997,5839103,69.25595122,155.2978257
"404","Equatorial Guinea","Sub-Saharan Africa",1997,472486,48.51153659,43.91661079
"405","Eritrea","Sub-Saharan Africa",1997,3335157,54.00653659,9.100875563
"406","Estonia","Europe & Central Asia",1997,1399535,69.8097561,222.2847278
"407","Ethiopia","Sub-Saharan Africa",1997,60481739,50.23895122,4.40261611
"408","Fiji","East Asia & Pacific",1997,793165,67.03756098,91.78065376
"409","Finland","Europe & Central Asia",1997,5139835,76.87853659,1845.954734
"410","France","Europe & Central Asia",1997,60042230,78.30487805,2436.760865
"411","Gabon","Sub-Saharan Africa",1997,1148416,60.60495122,117.0776865
"412","Gambia, The","Sub-Saharan Africa",1997,1191155,54.24026829,21.01281985
"413","Georgia","Europe & Central Asia",1997,4531600,70.81395122,56.9572553
"414","Germany","Europe & Central Asia",1997,82034771,77.07317073,2699.173708
"415","Ghana","Sub-Saharan Africa",1997,17855250,57.95512195,20.50530228
"416","Greece","Europe & Central Asia",1997,10776504,78.13658537,1063.95734
"417","Grenada","Latin America & Caribbean",1997,101039,72.40587805,218.9316296
"418","Guatemala","Latin America & Caribbean",1997,10481515,66.10614634,63.94203473
"419","Guinea","Sub-Saharan Africa",1997,7982155,46.48834146,26.33577699
"420","Guinea-Bissau","Sub-Saharan Africa",1997,1170619,44.11519512,16.04042881
"421","Guyana","Latin America & Caribbean",1997,729743,63.04443902,52.81766472
"422","Haiti","Latin America & Caribbean",1997,8187204,57.7314878,24.56111299
"423","Honduras","Latin America & Caribbean",1997,5835607,69.464,39.46951577
"424","Hungary","Europe & Central Asia",1997,10290486,70.70243902,308.8204975
"425","Iceland","Europe & Central Asia",1997,271128,78.88536585,2649.209856
"426","India","South Asia",1997,1000558144,60.53573171,18.35357479
"427","Indonesia","East Asia & Pacific",1997,205063468,64.66943902,20.33183162
"428","Iran, Islamic Rep.","Middle East & North Africa",1997,61955730,68.91965854,110.0599748
"429","Iraq","Middle East & North Africa",1997,22206597,71.2642439,8.886019315
"430","Ireland","Europe & Central Asia",1997,3674171,75.9697561,1402.208425
"431","Israel","Middle East & North Africa",1997,5836000,78,1469.741181
"432","Italy","Europe & Central Asia",1997,56890372,78.62853659,1604.371601
"433","Jamaica","Latin America & Caribbean",1997,2534068.675,70.27129268,177.8400943
"434","Japan","East Asia & Pacific",1997,126091000,80.42414634,2361.916497
"435","Jordan","Middle East & North Africa",1997,4459121.395,71.69860976,145.6612301
"436","Kazakhstan","Europe & Central Asia",1997,15333703.04,64.46341463,66.88588569
"437","Kenya","Sub-Saharan Africa",1997,28944780,54.33712195,18.65780976
"438","Kiribati","East Asia & Pacific",1997,79713,60.43902439,81.59640936
"439","Korea, Rep.","East Asia & Pacific",1997,45954000,74.24780488,454.3835714
"440","Kuwait","Middle East & North Africa",1997,1678812,73.49104878,667.9092418
"441","Kyrgyz Republic","Europe & Central Asia",1997,4696400,66.89268293,20.65968797
"442","Lao PDR","East Asia & Pacific",1997,5016576,59.56956098,21.99465889
"443","Latvia","Europe & Central Asia",1997,2432851,69.34926829,160.0927278
"444","Lebanon","Middle East & North Africa",1997,3597350,70.17719512,501.5643981
"445","Lesotho","Sub-Saharan Africa",1997,1865218,53.32817073,32.07624869
"446","Liberia","Sub-Saharan Africa",1997,2360511,43.19934146,0
"447","Libya","Middle East & North Africa",1997,4951076,71.56809756,192.5804196
"448","Lithuania","Europe & Central Asia",1997,3575137,70.90902439,162.5783173
"449","Luxembourg","Europe & Central Asia",1997,419450,76.8804878,2470.736401
"450","Macedonia, FYR","Europe & Central Asia",1997,1982994,72.4147561,177.9357822
"451","Madagascar","Sub-Saharan Africa",1997,13981666,56.77004878,8.552608959
"452","Malawi","Sub-Saharan Africa",1997,10319125,46.19646341,13.29373536
"453","Malaysia","East Asia & Pacific",1997,21781499,71.56909756,123.0825735
"454","Maldives","South Asia",1997,259002,67.28160976,124.2929712
"455","Mali","Sub-Saharan Africa",1997,10371338,46.32653659,18.23214976
"456","Malta","Middle East & North Africa",1997,375236,77.43658537,635.2712074
"457","Mauritania","Sub-Saharan Africa",1997,2425374,56.8007561,23.02378341
"458","Mauritius","Sub-Saharan Africa",1997,1148284,70.40487805,126.966258
"459","Mexico","Latin America & Caribbean",1997,95441345,73.42604878,224.7720762
"460","Micronesia, Fed. Sts.","East Asia & Pacific",1997,107947,66.97160976,148.7296704
"461","Moldova","Europe & Central Asia",1997,3659655,66.58514634,42.22950815
"462","Mongolia","East Asia & Pacific",1997,2345618,61.80360976,18.35656938
"463","Montenegro","Europe & Central Asia",1997,642533,75.51668293,97.98453203
"464","Morocco","Middle East & North Africa",1997,27708647,67.47,49.33028318
"465","Mozambique","Sub-Saharan Africa",1997,16862385,46.3554878,10.46355932
"466","Myanmar","East Asia & Pacific",1997,43352191,60.9234878,2.017998965
"467","Namibia","Sub-Saharan Africa",1997,1751872,59.4344878,141.8162609
"468","Nepal","South Asia",1997,22691788,59.09,11.71842369
"469","Netherlands","Europe & Central Asia",1997,15610650,77.79439024,1968.537034
"470","New Zealand","East Asia & Pacific",1997,3781300,77.33414634,1297.292874
"471","Nicaragua","Latin America & Caribbean",1997,4824799,68.2414878,47.94328417
"472","Niger","Sub-Saharan Africa",1997,9835945,45.99060976,6.736440383
"473","Nigeria","Sub-Saharan Africa",1997,115268715,45.25370732,53.2666059
"474","Norway","Europe & Central Asia",1997,4405157,78.14268293,3017.106791
"475","Oman","Middle East & North Africa",1997,2266469,73.51482927,231.7489652
"476","Pakistan","South Asia",1997,134255952,62.51231707,14.75536915
"477","Panama","Latin America & Caribbean",1997,2787228,73.65146341,257.6036119
"478","Papua New Guinea","East Asia & Pacific",1997,4970478,57.90629268,33.72229151
"479","Paraguay","Latin America & Caribbean",1997,5014650,69.29556098,123.0334995
"480","Peru","Latin America & Caribbean",1997,24667356,69.00087805,104.2181181
"481","Philippines","East Asia & Pacific",1997,72427130,66.3397561,41.14854248
"482","Poland","Europe & Central Asia",1997,38649660,72.64634146,230.0539002
"483","Portugal","Europe & Central Asia",1997,10091120,75.41219512,891.797603
"484","Qatar","Middle East & North Africa",1997,528787,75.70439024,680.3402481
"485","Romania","Europe & Central Asia",1997,22553978,69.00487805,66.26215849
"486","Russian Federation","Europe & Central Asia",1997,147304000,66.95073171,194.0917899
"487","Rwanda","Sub-Saharan Africa",1997,6297733,37.76419512,13.50523794
"488","Samoa","East Asia & Pacific",1997,171766,68.37053659,77.55515291
"489","San Marino","Europe & Central Asia",1997,26077,79.47317073,2730.9492
"490","Sao Tome and Principe","Sub-Saharan Africa",1997,133152,61.94297561,54.66907686
"491","Saudi Arabia","Middle East & North Africa",1997,19020639,70.89912195,264.804024
"492","Senegal","Sub-Saharan Africa",1997,8812695,54.86353659,21.63940694
"493","Serbia","Europe & Central Asia",1997,7649630.752,72.03902439,194.3631149
"494","Seychelles","Sub-Saharan Africa",1997,77319,71.41463415,431.6224114
"495","Sierra Leone","Sub-Saharan Africa",1997,3913681,37.79902439,31.40078214
"496","Singapore","East Asia & Pacific",1997,3796000,77.04878049,761.4150797
"497","Slovak Republic","Europe & Central Asia",1997,5383291,72.70487805,229.814342
"498","Slovenia","Europe & Central Asia",1997,1985956,74.70731707,797.3915308
"499","Solomon Islands","East Asia & Pacific",1997,376511,60.90860976,49.5269013
"500","Somalia","Sub-Saharan Africa",1997,6786636,46.22168293,5.751916219
"501","South Africa","Sub-Saharan Africa",1997,40926063.04,58.09112195,286.5605783
"502","Spain","Europe & Central Asia",1997,39582413,78.60414634,1061.00416
"503","Sri Lanka","South Asia",1997,18568000,69.3162439,27.26810266
"504","St. Kitts and Nevis","Latin America & Caribbean",1997,40740,70.03634146,316.0128211
"505","St. Lucia","Latin America & Caribbean",1997,149666,71.76,198.5349141
"506","St. Vincent and the Grenadines","Latin America & Caribbean",1997,107979,70.1682439,128.3283848
"507","Sudan","Sub-Saharan Africa",1997,25763173,55.1925122,13.74482377
"508","Suriname","Latin America & Caribbean",1997,447957,67.8555122,160.3582121
"509","Swaziland","Sub-Saharan Africa",1997,1006824,53.44180488,87.26581496
"510","Sweden","Europe & Central Asia",1997,8846062,79.19756098,2297.196478
"511","Switzerland","Europe & Central Asia",1997,7088906,79.0795122,3701.166083
"512","Syrian Arab Republic","Middle East & North Africa",1997,14856464,73.36626829,59.08390422
"513","Tajikistan","Europe & Central Asia",1997,5945181,62.81295122,5.633900624
"514","Tanzania","Sub-Saharan Africa",1997,31592450,49.64453659,8.045899417
"515","Thailand","East Asia & Pacific",1997,60933752,72.27929268,98.96849904
"516","Togo","Sub-Saharan Africa",1997,4349349,54.36585366,17.72125213
"517","Tonga","East Asia & Pacific",1997,96551,70.36368293,98.41613159
"518","Trinidad and Tobago","Latin America & Caribbean",1997,1275460,68.79736585,187.1077979
"519","Tunisia","Middle East & North Africa",1997,9215000,71.90243902,116.346389
"520","Turkey","Europe & Central Asia",1997,60783217,67.43280488,129.8792197
"521","Turkmenistan","Europe & Central Asia",1997,4335991,63.3954878,29.97290712
"522","Uganda","Sub-Saharan Africa",1997,22123185,44.89019512,14.77925565
"523","Ukraine","Europe & Central Asia",1997,50594105.02,67.29536585,60.54961067
"524","United Arab Emirates","Middle East & North Africa",1997,2611610,73.92082927,750.7649941
"525","United Kingdom","Europe & Central Asia",1997,58316954,77.21097561,1544.821764
"526","United States","North America",1997,272657000,76.42926829,4054.627219
"527","Uruguay","Latin America & Caribbean",1997,3256181.753,73.66341463,682.6763602
"528","Uzbekistan","Europe & Central Asia",1997,23667000,66.57419512,42.62172034
"529","Vanuatu","East Asia & Pacific",1997,174921,66.33009756,48.02180955
"530","Venezuela, RB","Latin America & Caribbean",1997,22959000,72.5695122,144.3852079
"531","Vietnam","East Asia & Pacific",1997,74306900,70.50631707,17.20205917
"532","Yemen, Rep.","Middle East & North Africa",1997,16226938,58.13068293,20.7893129
"533","Zambia","Sub-Saharan Africa",1997,9418120,42.58960976,25.78229868
"534","Zimbabwe","Sub-Saharan Africa",1997,12086519,49.18890244,92.24324547
"535","Albania","Europe & Central Asia",1998,3079037,73.19780488,47.10204775
"536","Algeria","Middle East & North Africa",1998,29673694,69.33836585,65.98324148
"537","Angola","Sub-Saharan Africa",1998,13138265,43.71431707,24.39985905
"538","Argentina","Latin America & Caribbean",1998,36134642,73.28646341,706.5454278
"539","Armenia","Europe & Central Asia",1998,3109101,69.98553659,35.16307641
"540","Australia","East Asia & Pacific",1998,18711000,78.63170732,1587.242931
"541","Austria","Europe & Central Asia",1998,7976789,77.57317073,2666.708917
"542","Azerbaijan","Europe & Central Asia",1998,7913000,65.92336585,30.30136087
"543","Bahamas, The","Latin America & Caribbean",1998,290571,70.98285366,1029.197884
"544","Bahrain","Middle East & North Africa",1998,611237,73.54317073,479.3492731
"545","Bangladesh","South Asia",1998,124803351,63.72197561,9.348686969
"546","Barbados","Latin America & Caribbean",1998,265941,75.21563415,530.1756391
"547","Belarus","Europe & Central Asia",1998,10069000,68.40731707,89.26793042
"548","Belgium","Europe & Central Asia",1998,10203008,77.47317073,1975.633825
"549","Belize","Latin America & Caribbean",1998,238500,73.37263415,110.7679042
"550","Benin","Sub-Saharan Africa",1998,6154708,51.99582927,17.49445419
"551","Bhutan","South Asia",1998,540507,59.51004878,49.12651807
"552","Bolivia","Latin America & Caribbean",1998,7971237,62.2357561,54.36715287
"553","Bosnia and Herzegovina","Europe & Central Asia",1998,3480285,72.7164878,94.70603441
"554","Botswana","Sub-Saharan Africa",1998,1695587,53.84170732,126.290675
"555","Brazil","Latin America & Caribbean",1998,169409713,69.4712439,335.6478226
"556","Brunei Darussalam","East Asia & Pacific",1998,312216,75.73636585,575.3251992
"557","Bulgaria","Europe & Central Asia",1998,8256786,71.06097561,82.73043966
"558","Burkina Faso","Sub-Saharan Africa",1998,11621159,49.61034146,12.46869997
"559","Burundi","Sub-Saharan Africa",1998,6223515,45.33843902,8.041258657
"560","Cambodia","East Asia & Pacific",1998,11986128,56.76714634,18.16529413
"561","Cameroon","Sub-Saharan Africa",1998,14976200,50.7867561,28.99837299
"562","Canada","North America",1998,30247900,78.66243902,1848.571848
"563","Cape Verde","Sub-Saharan Africa",1998,421203,68.48780488,65.37565901
"564","Central African Republic","Sub-Saharan Africa",1998,3559604,44.37256098,10.26540535
"565","Chad","Sub-Saharan Africa",1998,7689836,49.01717073,12.27848879
"566","Chile","Latin America & Caribbean",1998,15039162,76.03302439,405.2391002
"567","China","East Asia & Pacific",1998,1241935000,70.92709756,35.37793694
"568","Colombia","Latin America & Caribbean",1998,38439099,70.40519512,223.6444083
"569","Comoros","Sub-Saharan Africa",1998,533754,57.41129268,16.54374174
"570","Congo, Dem. Rep.","Sub-Saharan Africa",1998,47373590,45.35578049,6.08807087
"571","Congo, Rep.","Sub-Saharan Africa",1998,2973329,54.1882439,24.51089071
"572","Costa Rica","Latin America & Caribbean",1998,3740578,77.43036585,267.6700062
"573","Cote d'Ivoire","Sub-Saharan Africa",1998,15878555,50.29421951,52.95705936
"574","Croatia","Europe & Central Asia",1998,4501000,72.31707317,372.1750565
